date,year,month,day,extent,climatology_1981_2010,anomaly
2021-06-27,2021,6,27,14.883,14.524,0.359
2021-06-28,2021,6,28,14.94,14.622,0.318
2021-06-29,2021,6,29,14.948,14.709,0.239
2021-06-30,2021,6,30,14.985,14.812,0.173
2021-07-01,2021,7,1,15.071,14.896,0.175
2021-07-02,2021,7,2,15.218,14.966,0.252
2021-07-03,2021,7,3,15.345,15.039,0.306
2021-07-04,2021,7,4,15.392,15.112,0.28
2021-07-05,2021,7,5,15.506,15.187,0.319
2021-07-06,2021,7,6,15.648,15.265,0.383
2021-07-07,2021,7,7,15.74,15.329,0.411
2021-07-08,2021,7,8,15.841,15.395,0.446
2021-07-09,2021,7,9,15.83,15.482,0.348
2021-07-10,2021,7,10,15.913,15.547,0.366
2021-07-11,2021,7,11,15.881,15.652,0.229
2021-07-12,2021,7,12,15.922,15.753,0.169
2021-07-13,2021,7,13,16.072,15.839,0.233
2021-07-14,2021,7,14,16.223,15.909,0.314
2021-07-15,2021,7,15,16.386,15.971,0.415
2021-07-16,2021,7,16,16.547,16.038,0.509
2021-07-17,2021,7,17,16.633,16.084,0.549
2021-07-18,2021,7,18,16.739,16.164,0.575
2021-07-19,2021,7,19,16.927,16.257,0.67
2021-07-20,2021,7,20,16.809,16.345,0.464
2021-07-21,2021,7,21,16.894,16.437,0.457
2021-07-22,2021,7,22,17.064,16.517,0.547
2021-07-23,2021,7,23,17.186,16.591,0.595
2021-07-24,2021,7,24,17.254,16.643,0.611
2021-07-25,2021,7,25,17.288,16.69,0.598
2021-07-26,2021,7,26,17.336,16.746,0.59
2021-07-27,2021,7,27,17.428,16.801,0.627
2021-07-28,2021,7,28,17.438,16.857,0.581
2021-07-29,2021,7,29,17.482,16.929,0.553
2021-07-30,2021,7,30,17.522,16.981,0.541
2021-07-31,2021,7,31,17.475,17.028,0.447
2021-08-01,2021,8,1,17.464,17.083,0.381
2021-08-02,2021,8,2,17.503,17.135,0.368
2021-08-03,2021,8,3,17.535,17.19,0.345
2021-08-04,2021,8,4,17.594,17.236,0.358
2021-08-05,2021,8,5,17.64,17.287,0.353
2021-08-06,2021,8,6,17.752,17.35,0.402
2021-08-07,2021,8,7,17.812,17.421,0.391
2021-08-08,2021,8,8,17.807,17.481,0.326
2021-08-09,2021,8,9,17.856,17.514,0.342
2021-08-10,2021,8,10,17.901,17.547,0.354
2021-08-11,2021,8,11,17.864,17.593,0.271
2021-08-12,2021,8,12,17.941,17.642,0.299
2021-08-13,2021,8,13,18.048,17.683,0.365
2021-08-14,2021,8,14,18.112,17.738,0.374
2021-08-15,2021,8,15,18.091,17.782,0.309
2021-08-16,2021,8,16,18.068,17.827,0.241
2021-08-17,2021,8,17,18.215,17.845,0.37
2021-08-18,2021,8,18,18.33,17.867,0.463
2021-08-19,2021,8,19,18.418,17.888,0.53
2021-08-20,2021,8,20,18.454,17.924,0.53
2021-08-21,2021,8,21,18.471,17.964,0.507
2021-08-22,2021,8,22,18.472,17.983,0.489
2021-08-23,2021,8,23,18.497,18.018,0.479
2021-08-24,2021,8,24,18.583,18.053,0.53
2021-08-25,2021,8,25,18.686,18.105,0.581
2021-08-26,2021,8,26,18.746,18.145,0.601
2021-08-27,2021,8,27,18.773,18.159,0.614
2021-08-28,2021,8,28,18.774,18.195,0.579
2021-08-29,2021,8,29,18.856,18.222,0.634
2021-08-30,2021,8,30,18.893,18.241,0.652
2021-08-31,2021,8,31,18.862,18.264,0.598
2021-09-01,2021,9,1,18.814,18.288,0.526
2021-09-02,2021,9,2,18.645,18.308,0.337
2021-09-03,2021,9,3,18.612,18.333,0.279
2021-09-04,2021,9,4,18.658,18.352,0.306
2021-09-05,2021,9,5,18.545,18.373,0.172
2021-09-06,2021,9,6,18.605,18.397,0.208
2021-09-07,2021,9,7,18.676,18.416,0.26
2021-09-08,2021,9,8,18.774,18.445,0.329
2021-09-09,2021,9,9,18.732,18.47,0.262
2021-09-10,2021,9,10,18.713,18.49,0.223
2021-09-11,2021,9,11,18.716,18.502,0.214
2021-09-12,2021,9,12,18.684,18.521,0.163
2021-09-13,2021,9,13,18.694,18.522,0.172
2021-09-14,2021,9,14,18.538,18.529,0.009
2021-09-15,2021,9,15,18.479,18.533,-0.054
2021-09-16,2021,9,16,18.455,18.546,-0.091
2021-09-17,2021,9,17,18.417,18.565,-0.148
2021-09-18,2021,9,18,18.423,18.567,-0.144
2021-09-19,2021,9,19,18.371,18.572,-0.201
2021-09-20,2021,9,20,18.429,18.574,-0.145
2021-09-21,2021,9,21,18.433,18.576,-0.143
2021-09-22,2021,9,22,18.465,18.569,-0.104
2021-09-23,2021,9,23,18.432,18.57,-0.138
2021-09-24,2021,9,24,18.409,18.571,-0.162
2021-09-25,2021,9,25,18.426,18.566,-0.14
2021-09-26,2021,9,26,18.29,18.552,-0.262
2021-09-27,2021,9,27,18.227,18.541,-0.314
2021-09-28,2021,9,28,18.23,18.525,-0.295
2021-09-29,2021,9,29,18.22,18.525,-0.305
2021-09-30,2021,9,30,18.165,18.508,-0.343
2021-10-01,2021,10,1,18.146,18.508,-0.362
2021-10-02,2021,10,2,18.193,18.504,-0.311
2021-10-03,2021,10,3,18.199,18.476,-0.277
2021-10-04,2021,10,4,18.115,18.448,-0.333
2021-10-05,2021,10,5,18.08,18.44,-0.36
2021-10-06,2021,10,6,17.908,18.425,-0.517
2021-10-07,2021,10,7,17.928,18.394,-0.466
2021-10-08,2021,10,8,17.914,18.361,-0.447
2021-10-09,2021,10,9,17.909,18.329,-0.42
2021-10-10,2021,10,10,17.889,18.299,-0.41
2021-10-11,2021,10,11,17.83,18.287,-0.457
2021-10-12,2021,10,12,17.892,18.265,-0.373
2021-10-13,2021,10,13,17.887,18.235,-0.348
2021-10-14,2021,10,14,17.868,18.224,-0.356
2021-10-15,2021,10,15,17.914,18.193,-0.279
2021-10-16,2021,10,16,17.968,18.158,-0.19
2021-10-17,2021,10,17,17.888,18.116,-0.228
2021-10-18,2021,10,18,17.826,18.062,-0.236
2021-10-19,2021,10,19,17.691,18.012,-0.321
2021-10-20,2021,10,20,17.661,17.97,-0.309
2021-10-21,2021,10,21,17.633,17.921,-0.288
2021-10-22,2021,10,22,17.602,17.872,-0.27
2021-10-23,2021,10,23,17.529,17.833,-0.304
2021-10-24,2021,10,24,17.468,17.791,-0.323
2021-10-25,2021,10,25,17.334,17.736,-0.402
2021-10-26,2021,10,26,17.195,17.681,-0.486
2021-10-27,2021,10,27,17.13,17.633,-0.503
2021-10-28,2021,10,28,17.063,17.555,-0.492
2021-10-29,2021,10,29,16.998,17.509,-0.511
2021-10-30,2021,10,30,16.879,17.449,-0.57
2021-10-31,2021,10,31,16.826,17.367,-0.541
2021-11-01,2021,11,1,16.693,17.312,-0.619
2021-11-02,2021,11,2,16.625,17.229,-0.604
2021-11-03,2021,11,3,16.52,17.153,-0.633
2021-11-04,2021,11,4,16.496,17.081,-0.585
2021-11-05,2021,11,5,16.392,17.011,-0.619
2021-11-06,2021,11,6,16.304,16.934,-0.63
2021-11-07,2021,11,7,16.146,16.848,-0.702
2021-11-08,2021,11,8,16.045,16.762,-0.717
2021-11-09,2021,11,9,15.988,16.667,-0.679
2021-11-10,2021,11,10,15.899,16.562,-0.663
2021-11-11,2021,11,11,15.852,16.472,-0.62
2021-11-12,2021,11,12,15.773,16.378,-0.605
2021-11-13,2021,11,13,15.681,16.272,-0.591
2021-11-14,2021,11,14,15.495,16.175,-0.68
2021-11-15,2021,11,15,15.331,16.061,-0.73
2021-11-16,2021,11,16,15.161,15.925,-0.764
2021-11-17,2021,11,17,14.933,15.797,-0.864
2021-11-18,2021,11,18,14.772,15.665,-0.893
2021-11-19,2021,11,19,14.656,15.509,-0.853
2021-11-20,2021,11,20,14.483,15.368,-0.885
2021-11-21,2021,11,21,14.313,15.213,-0.9
2021-11-22,2021,11,22,14.145,15.069,-0.924
2021-11-23,2021,11,23,13.954,14.896,-0.942
2021-11-24,2021,11,24,13.855,14.74,-0.885
2021-11-25,2021,11,25,13.689,14.575,-0.886
2021-11-26,2021,11,26,13.529,14.417,-0.888
2021-11-27,2021,11,27,13.396,14.239,-0.843
2021-11-28,2021,11,28,13.208,14.055,-0.847
2021-11-29,2021,11,29,13.043,13.868,-0.825
2021-11-30,2021,11,30,12.87,13.685,-0.815
2021-12-01,2021,12,1,12.725,13.513,-0.788
2021-12-02,2021,12,2,12.591,13.294,-0.703
2021-12-03,2021,12,3,12.253,13.105,-0.852
2021-12-04,2021,12,4,11.985,12.904,-0.919
2021-12-05,2021,12,5,11.895,12.703,-0.808
2021-12-06,2021,12,6,11.63,12.495,-0.865
2021-12-07,2021,12,7,11.361,12.29,-0.929
2021-12-08,2021,12,8,11.211,12.068,-0.857
2021-12-09,2021,12,9,11.08,11.859,-0.779
2021-12-10,2021,12,10,10.776,11.659,-0.883
2021-12-11,2021,12,11,10.626,11.436,-0.81
2021-12-12,2021,12,12,10.363,11.222,-0.859
2021-12-13,2021,12,13,10.157,10.998,-0.841
2021-12-14,2021,12,14,9.895,10.755,-0.86
2021-12-15,2021,12,15,9.638,10.498,-0.86
2021-12-16,2021,12,16,9.466,10.247,-0.781
2021-12-17,2021,12,17,9.254,9.984,-0.73
2021-12-18,2021,12,18,8.83,9.732,-0.902
2021-12-19,2021,12,19,8.544,9.48,-0.936
2021-12-20,2021,12,20,8.214,9.255,-1.041
2021-12-21,2021,12,21,7.908,9.039,-1.131
2021-12-22,2021,12,22,7.501,8.835,-1.334
2021-12-23,2021,12,23,7.217,8.631,-1.414
2021-12-24,2021,12,24,6.936,8.416,-1.48
2021-12-25,2021,12,25,6.774,8.224,-1.45
2021-12-26,2021,12,26,6.675,8.018,-1.343
2021-12-27,2021,12,27,6.631,7.811,-1.18
2021-12-28,2021,12,28,6.404,7.624,-1.22
2021-12-29,2021,12,29,6.278,7.406,-1.128
2021-12-30,2021,12,30,5.97,7.222,-1.252
2021-12-31,2021,12,31,5.803,7.059,-1.256
2022-01-01,2022,1,1,5.651,6.999,-1.348
2022-01-02,2022,1,2,5.412,6.808,-1.396
2022-01-03,2022,1,3,5.268,6.621,-1.353
2022-01-04,2022,1,4,5.092,6.451,-1.359
2022-01-05,2022,1,5,4.899,6.296,-1.397
2022-01-06,2022,1,6,4.775,6.142,-1.367
2022-01-07,2022,1,7,4.73,5.999,-1.269
2022-01-08,2022,1,8,4.66,5.838,-1.178
2022-01-09,2022,1,9,4.437,5.681,-1.244
2022-01-10,2022,1,10,4.35,5.547,-1.197
2022-01-11,2022,1,11,4.259,5.423,-1.164
2022-01-12,2022,1,12,4.179,5.305,-1.126
2022-01-13,2022,1,13,4.12,5.16,-1.04
2022-01-14,2022,1,14,4.103,5.047,-0.944
2022-01-15,2022,1,15,3.978,4.926,-0.948
2022-01-16,2022,1,16,3.845,4.819,-0.974
2022-01-17,2022,1,17,3.769,4.709,-0.94
2022-01-18,2022,1,18,3.659,4.614,-0.955
2022-01-19,2022,1,19,3.511,4.521,-1.01
2022-01-20,2022,1,20,3.496,4.427,-0.931
2022-01-21,2022,1,21,3.39,4.335,-0.945
2022-01-22,2022,1,22,3.363,4.24,-0.877
2022-01-23,2022,1,23,3.273,4.154,-0.881
2022-01-24,2022,1,24,3.169,4.074,-0.905
2022-01-25,2022,1,25,3.107,3.998,-0.891
2022-01-26,2022,1,26,3.041,3.929,-0.888
2022-01-27,2022,1,27,2.962,3.861,-0.899
2022-01-28,2022,1,28,2.938,3.808,-0.87
2022-01-29,2022,1,29,2.885,3.734,-0.849
2022-01-30,2022,1,30,2.867,3.665,-0.798
2022-01-31,2022,1,31,2.804,3.605,-0.801
2022-02-01,2022,2,1,2.788,3.534,-0.746
2022-02-02,2022,2,2,2.743,3.489,-0.746
2022-02-03,2022,2,3,2.645,3.43,-0.785
2022-02-04,2022,2,4,2.585,3.377,-0.792
2022-02-05,2022,2,5,2.549,3.326,-0.777
2022-02-06,2022,2,6,2.471,3.28,-0.809
2022-02-07,2022,2,7,2.436,3.227,-0.791
2022-02-08,2022,2,8,2.311,3.181,-0.87
2022-02-09,2022,2,9,2.279,3.141,-0.862
2022-02-10,2022,2,10,2.275,3.097,-0.822
2022-02-11,2022,2,11,2.225,3.064,-0.839
2022-02-12,2022,2,12,2.214,3.025,-0.811
2022-02-13,2022,2,13,2.182,2.998,-0.816
2022-02-14,2022,2,14,2.179,2.969,-0.79
2022-02-15,2022,2,15,2.081,2.935,-0.854
2022-02-16,2022,2,16,2.044,2.918,-0.874
2022-02-17,2022,2,17,2.08,2.914,-0.834
2022-02-18,2022,2,18,2.021,2.903,-0.882
2022-02-19,2022,2,19,2.028,2.881,-0.853
2022-02-20,2022,2,20,1.972,2.876,-0.904
2022-02-21,2022,2,21,1.974,2.881,-0.907
2022-02-22,2022,2,22,1.972,2.885,-0.913
2022-02-23,2022,2,23,2.0,2.892,-0.892
2022-02-24,2022,2,24,1.976,2.889,-0.913
2022-02-25,2022,2,25,1.957,2.907,-0.95
2022-02-26,2022,2,26,1.991,2.931,-0.94
2022-02-27,2022,2,27,1.98,2.96,-0.98
2022-02-28,2022,2,28,2.004,2.994,-0.99
2022-03-01,2022,3,1,2.04,3.061,-1.021
2022-03-02,2022,3,2,2.045,3.105,-1.06
2022-03-03,2022,3,3,2.086,3.166,-1.08
2022-03-04,2022,3,4,2.158,3.211,-1.053
2022-03-05,2022,3,5,2.219,3.253,-1.034
2022-03-06,2022,3,6,2.227,3.306,-1.079
2022-03-07,2022,3,7,2.277,3.37,-1.093
2022-03-08,2022,3,8,2.326,3.433,-1.107
2022-03-09,2022,3,9,2.396,3.507,-1.111
2022-03-10,2022,3,10,2.454,3.592,-1.138
2022-03-11,2022,3,11,2.469,3.658,-1.189
2022-03-12,2022,3,12,2.52,3.735,-1.215
2022-03-13,2022,3,13,2.539,3.815,-1.276
2022-03-14,2022,3,14,2.627,3.892,-1.265
2022-03-15,2022,3,15,2.682,3.966,-1.284
2022-03-16,2022,3,16,2.748,4.035,-1.287
2022-03-17,2022,3,17,2.784,4.11,-1.326
2022-03-18,2022,3,18,2.847,4.199,-1.352
2022-03-19,2022,3,19,2.966,4.271,-1.305
2022-03-20,2022,3,20,3.035,4.362,-1.327
2022-03-21,2022,3,21,3.108,4.441,-1.333
2022-03-22,2022,3,22,3.086,4.521,-1.435
2022-03-23,2022,3,23,3.123,4.613,-1.49
2022-03-24,2022,3,24,3.27,4.701,-1.431
2022-03-25,2022,3,25,3.402,4.798,-1.396
2022-03-26,2022,3,26,3.539,4.884,-1.345
2022-03-27,2022,3,27,3.664,4.956,-1.292
2022-03-28,2022,3,28,3.807,5.047,-1.24
2022-03-29,2022,3,29,3.989,5.139,-1.15
2022-03-30,2022,3,30,4.024,5.219,-1.195
2022-03-31,2022,3,31,4.17,5.312,-1.142
2022-04-01,2022,4,1,4.319,5.405,-1.086
2022-04-02,2022,4,2,4.493,5.508,-1.015
2022-04-03,2022,4,3,4.53,5.607,-1.077
2022-04-04,2022,4,4,4.582,5.708,-1.126
2022-04-05,2022,4,5,4.667,5.806,-1.139
2022-04-06,2022,4,6,4.767,5.908,-1.141
2022-04-07,2022,4,7,4.876,6.018,-1.142
2022-04-08,2022,4,8,4.946,6.125,-1.179
2022-04-09,2022,4,9,5.061,6.218,-1.157
2022-04-10,2022,4,10,5.21,6.329,-1.119
2022-04-11,2022,4,11,5.333,6.434,-1.101
2022-04-12,2022,4,12,5.46,6.549,-1.089
2022-04-13,2022,4,13,5.579,6.656,-1.077
2022-04-14,2022,4,14,5.716,6.757,-1.041
2022-04-15,2022,4,15,5.866,6.862,-0.996
2022-04-16,2022,4,16,6.004,6.977,-0.973
2022-04-17,2022,4,17,6.15,7.089,-0.939
2022-04-18,2022,4,18,6.267,7.194,-0.927
2022-04-19,2022,4,19,6.445,7.303,-0.858
2022-04-20,2022,4,20,6.488,7.414,-0.926
2022-04-21,2022,4,21,6.58,7.516,-0.936
2022-04-22,2022,4,22,6.74,7.624,-0.884
2022-04-23,2022,4,23,6.855,7.733,-0.878
2022-04-24,2022,4,24,7.031,7.84,-0.809
2022-04-25,2022,4,25,7.105,7.947,-0.842
2022-04-26,2022,4,26,7.248,8.05,-0.802
2022-04-27,2022,4,27,7.378,8.165,-0.787
2022-04-28,2022,4,28,7.446,8.28,-0.834
2022-04-29,2022,4,29,7.58,8.387,-0.807
2022-04-30,2022,4,30,7.722,8.497,-0.775
2022-05-01,2022,5,1,7.832,8.604,-0.772
2022-05-02,2022,5,2,7.886,8.71,-0.824
2022-05-03,2022,5,3,7.994,8.825,-0.831
2022-05-04,2022,5,4,8.126,8.94,-0.814
2022-05-05,2022,5,5,8.264,9.053,-0.789
2022-05-06,2022,5,6,8.402,9.161,-0.759
2022-05-07,2022,5,7,8.524,9.28,-0.756
2022-05-08,2022,5,8,8.691,9.392,-0.701
2022-05-09,2022,5,9,8.858,9.487,-0.629
2022-05-10,2022,5,10,8.869,9.588,-0.719
2022-05-11,2022,5,11,8.898,9.705,-0.807
2022-05-12,2022,5,12,9.066,9.811,-0.745
2022-05-13,2022,5,13,9.26,9.928,-0.668
2022-05-14,2022,5,14,9.335,10.039,-0.704
2022-05-15,2022,5,15,9.462,10.147,-0.685
2022-05-16,2022,5,16,9.581,10.26,-0.679
2022-05-17,2022,5,17,9.67,10.366,-0.696
2022-05-18,2022,5,18,9.726,10.47,-0.744
2022-05-19,2022,5,19,9.853,10.583,-0.73
2022-05-20,2022,5,20,9.964,10.708,-0.744
2022-05-21,2022,5,21,10.027,10.809,-0.782
2022-05-22,2022,5,22,10.12,10.909,-0.789
2022-05-23,2022,5,23,10.107,11.019,-0.912
2022-05-24,2022,5,24,10.142,11.119,-0.977
2022-05-25,2022,5,25,10.282,11.219,-0.937
2022-05-26,2022,5,26,10.338,11.321,-0.983
2022-05-27,2022,5,27,10.476,11.422,-0.946
2022-05-28,2022,5,28,10.525,11.532,-1.007
2022-05-29,2022,5,29,10.54,11.629,-1.089
2022-05-30,2022,5,30,10.544,11.732,-1.188
2022-05-31,2022,5,31,10.6,11.859,-1.259
2022-06-01,2022,6,1,10.674,11.978,-1.304
2022-06-02,2022,6,2,10.84,12.077,-1.237
2022-06-03,2022,6,3,11.035,12.168,-1.133
2022-06-04,2022,6,4,11.175,12.271,-1.096
2022-06-05,2022,6,5,11.288,12.383,-1.095
2022-06-06,2022,6,6,11.391,12.49,-1.099
2022-06-07,2022,6,7,11.417,12.581,-1.164
2022-06-08,2022,6,8,11.537,12.69,-1.153
2022-06-09,2022,6,9,11.601,12.792,-1.191
2022-06-10,2022,6,10,11.701,12.894,-1.193
2022-06-11,2022,6,11,11.854,12.987,-1.133
2022-06-12,2022,6,12,11.911,13.074,-1.163
2022-06-13,2022,6,13,11.986,13.172,-1.186
2022-06-14,2022,6,14,12.122,13.279,-1.157
2022-06-15,2022,6,15,12.219,13.384,-1.165
2022-06-16,2022,6,16,12.314,13.487,-1.173
2022-06-17,2022,6,17,12.447,13.597,-1.15
2022-06-18,2022,6,18,12.518,13.692,-1.174
2022-06-19,2022,6,19,12.565,13.796,-1.231
2022-06-20,2022,6,20,12.629,13.898,-1.269
2022-06-21,2022,6,21,12.636,13.991,-1.355
2022-06-22,2022,6,22,12.694,14.085,-1.391
2022-06-23,2022,6,23,12.808,14.186,-1.378
2022-06-24,2022,6,24,12.869,14.279,-1.41
2022-06-25,2022,6,25,13.015,14.37,-1.355
2022-06-26,2022,6,26,13.199,14.448,-1.249
2022-06-27,2022,6,27,13.383,14.524,-1.141
2022-06-28,2022,6,28,13.473,14.622,-1.149
2022-06-29,2022,6,29,13.565,14.709,-1.144
2022-06-30,2022,6,30,13.677,14.812,-1.135
2022-07-01,2022,7,1,13.779,14.896,-1.117
2022-07-02,2022,7,2,13.928,14.966,-1.038
2022-07-03,2022,7,3,14.008,15.039,-1.031
2022-07-04,2022,7,4,14.047,15.112,-1.065
2022-07-05,2022,7,5,14.134,15.187,-1.053
2022-07-06,2022,7,6,14.161,15.265,-1.104
2022-07-07,2022,7,7,14.243,15.329,-1.086
2022-07-08,2022,7,8,14.372,15.395,-1.023
2022-07-09,2022,7,9,14.464,15.482,-1.018
2022-07-10,2022,7,10,14.587,15.547,-0.96
2022-07-11,2022,7,11,14.685,15.652,-0.967
2022-07-12,2022,7,12,14.733,15.753,-1.02
2022-07-13,2022,7,13,14.752,15.839,-1.087
2022-07-14,2022,7,14,14.836,15.909,-1.073
2022-07-15,2022,7,15,14.897,15.971,-1.074
2022-07-16,2022,7,16,14.966,16.038,-1.072
2022-07-17,2022,7,17,15.178,16.084,-0.906
2022-07-18,2022,7,18,15.261,16.164,-0.903
2022-07-19,2022,7,19,15.394,16.257,-0.863
2022-07-20,2022,7,20,15.45,16.345,-0.895
2022-07-21,2022,7,21,15.485,16.437,-0.952
2022-07-22,2022,7,22,15.572,16.517,-0.945
2022-07-23,2022,7,23,15.605,16.591,-0.986
2022-07-24,2022,7,24,15.549,16.643,-1.094
2022-07-25,2022,7,25,15.568,16.69,-1.122
2022-07-26,2022,7,26,15.578,16.746,-1.168
2022-07-27,2022,7,27,15.65,16.801,-1.151
2022-07-28,2022,7,28,15.753,16.857,-1.104
2022-07-29,2022,7,29,15.872,16.929,-1.057
2022-07-30,2022,7,30,15.947,16.981,-1.034
2022-07-31,2022,7,31,16.116,17.028,-0.912
2022-08-01,2022,8,1,16.242,17.083,-0.841
2022-08-02,2022,8,2,16.373,17.135,-0.762
2022-08-03,2022,8,3,16.44,17.19,-0.75
2022-08-04,2022,8,4,16.56,17.236,-0.676
2022-08-05,2022,8,5,16.705,17.287,-0.582
2022-08-06,2022,8,6,16.758,17.35,-0.592
2022-08-07,2022,8,7,16.74,17.421,-0.681
2022-08-08,2022,8,8,16.724,17.481,-0.757
2022-08-09,2022,8,9,16.745,17.514,-0.769
2022-08-10,2022,8,10,16.786,17.547,-0.761
2022-08-11,2022,8,11,16.794,17.593,-0.799
2022-08-12,2022,8,12,16.855,17.642,-0.787
2022-08-13,2022,8,13,16.854,17.683,-0.829
2022-08-14,2022,8,14,16.9,17.738,-0.838
2022-08-15,2022,8,15,17.002,17.782,-0.78
2022-08-16,2022,8,16,17.021,17.827,-0.806
2022-08-17,2022,8,17,17.152,17.845,-0.693
2022-08-18,2022,8,18,17.2,17.867,-0.667
2022-08-19,2022,8,19,17.168,17.888,-0.72
2022-08-20,2022,8,20,17.18,17.924,-0.744
2022-08-21,2022,8,21,17.24,17.964,-0.724
2022-08-22,2022,8,22,17.254,17.983,-0.729
2022-08-23,2022,8,23,17.376,18.018,-0.642
2022-08-24,2022,8,24,17.392,18.053,-0.661
2022-08-25,2022,8,25,17.503,18.105,-0.602
2022-08-26,2022,8,26,17.607,18.145,-0.538
2022-08-27,2022,8,27,17.645,18.159,-0.514
2022-08-28,2022,8,28,17.6,18.195,-0.595
2022-08-29,2022,8,29,17.611,18.222,-0.611
2022-08-30,2022,8,30,17.594,18.241,-0.647
2022-08-31,2022,8,31,17.536,18.264,-0.728
2022-09-01,2022,9,1,17.615,18.288,-0.673
2022-09-02,2022,9,2,17.651,18.308,-0.657
2022-09-03,2022,9,3,17.779,18.333,-0.554
2022-09-04,2022,9,4,17.813,18.352,-0.539
2022-09-05,2022,9,5,17.808,18.373,-0.565
2022-09-06,2022,9,6,17.928,18.397,-0.469
2022-09-07,2022,9,7,17.952,18.416,-0.464
2022-09-08,2022,9,8,17.986,18.445,-0.459
2022-09-09,2022,9,9,18.059,18.47,-0.411
2022-09-10,2022,9,10,18.076,18.49,-0.414
2022-09-11,2022,9,11,18.112,18.502,-0.39
2022-09-12,2022,9,12,18.219,18.521,-0.302
2022-09-13,2022,9,13,18.276,18.522,-0.246
2022-09-14,2022,9,14,18.265,18.529,-0.264
2022-09-15,2022,9,15,18.274,18.533,-0.259
2022-09-16,2022,9,16,18.192,18.546,-0.354
2022-09-17,2022,9,17,18.172,18.565,-0.393
2022-09-18,2022,9,18,18.184,18.567,-0.383
2022-09-19,2022,9,19,18.235,18.572,-0.337
2022-09-20,2022,9,20,18.177,18.574,-0.397
2022-09-21,2022,9,21,18.222,18.576,-0.354
2022-09-22,2022,9,22,18.151,18.569,-0.418
2022-09-23,2022,9,23,18.125,18.57,-0.445
2022-09-24,2022,9,24,18.142,18.571,-0.429
2022-09-25,2022,9,25,18.146,18.566,-0.42
2022-09-26,2022,9,26,18.154,18.552,-0.398
2022-09-27,2022,9,27,18.124,18.541,-0.417
2022-09-28,2022,9,28,18.111,18.525,-0.414
2022-09-29,2022,9,29,17.998,18.525,-0.527
2022-09-30,2022,9,30,17.918,18.508,-0.59
2022-10-01,2022,10,1,17.899,18.508,-0.609
2022-10-02,2022,10,2,17.958,18.504,-0.546
2022-10-03,2022,10,3,18.011,18.476,-0.465
2022-10-04,2022,10,4,18.001,18.448,-0.447
2022-10-05,2022,10,5,17.953,18.44,-0.487
2022-10-06,2022,10,6,17.89,18.425,-0.535
2022-10-07,2022,10,7,17.903,18.394,-0.491
2022-10-08,2022,10,8,17.942,18.361,-0.419
2022-10-09,2022,10,9,17.96,18.329,-0.369
2022-10-10,2022,10,10,17.898,18.299,-0.401
2022-10-11,2022,10,11,17.927,18.287,-0.36
2022-10-12,2022,10,12,17.75,18.265,-0.515
2022-10-13,2022,10,13,17.711,18.235,-0.524
2022-10-14,2022,10,14,17.731,18.224,-0.493
2022-10-15,2022,10,15,17.642,18.193,-0.551
2022-10-16,2022,10,16,17.566,18.158,-0.592
2022-10-17,2022,10,17,17.467,18.116,-0.649
2022-10-18,2022,10,18,17.38,18.062,-0.682
2022-10-19,2022,10,19,17.344,18.012,-0.668
2022-10-20,2022,10,20,17.274,17.97,-0.696
2022-10-21,2022,10,21,17.244,17.921,-0.677
2022-10-22,2022,10,22,17.234,17.872,-0.638
2022-10-23,2022,10,23,17.165,17.833,-0.668
2022-10-24,2022,10,24,17.088,17.791,-0.703
2022-10-25,2022,10,25,17.026,17.736,-0.71
2022-10-26,2022,10,26,16.984,17.681,-0.697
2022-10-27,2022,10,27,16.901,17.633,-0.732
2022-10-28,2022,10,28,16.812,17.555,-0.743
2022-10-29,2022,10,29,16.712,17.509,-0.797
2022-10-30,2022,10,30,16.694,17.449,-0.755
2022-10-31,2022,10,31,16.614,17.367,-0.753
2022-11-01,2022,11,1,16.402,17.312,-0.91
2022-11-02,2022,11,2,16.356,17.229,-0.873
2022-11-03,2022,11,3,16.256,17.153,-0.897
2022-11-04,2022,11,4,16.247,17.081,-0.834
2022-11-05,2022,11,5,16.219,17.011,-0.792
2022-11-06,2022,11,6,16.133,16.934,-0.801
2022-11-07,2022,11,7,16.097,16.848,-0.751
2022-11-08,2022,11,8,16.059,16.762,-0.703
2022-11-09,2022,11,9,15.909,16.667,-0.758
2022-11-10,2022,11,10,15.858,16.562,-0.704
2022-11-11,2022,11,11,15.782,16.472,-0.69
2022-11-12,2022,11,12,15.72,16.378,-0.658
2022-11-13,2022,11,13,15.647,16.272,-0.625
2022-11-14,2022,11,14,15.601,16.175,-0.574
2022-11-15,2022,11,15,15.532,16.061,-0.529
2022-11-16,2022,11,16,15.481,15.925,-0.444
2022-11-17,2022,11,17,15.279,15.797,-0.518
2022-11-18,2022,11,18,15.213,15.665,-0.452
2022-11-19,2022,11,19,15.038,15.509,-0.471
2022-11-20,2022,11,20,14.838,15.368,-0.53
2022-11-21,2022,11,21,14.738,15.213,-0.475
2022-11-22,2022,11,22,14.537,15.069,-0.532
2022-11-23,2022,11,23,14.348,14.896,-0.548
2022-11-24,2022,11,24,14.148,14.74,-0.592
2022-11-25,2022,11,25,13.979,14.575,-0.596
2022-11-26,2022,11,26,13.833,14.417,-0.584
2022-11-27,2022,11,27,13.698,14.239,-0.541
2022-11-28,2022,11,28,13.516,14.055,-0.539
